date,stor_Folsom,stor_Keswick,stor_New Melones,stor_Nimbus,stor_Pine Flat,stor_Shasta
2014-01-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2015-08-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2015-09-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-31 00:00:00,0.0,0.0,0.0,0.0,0.0,-0.591556435797
2017-02-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-31 00:00:00,-4078.74338687,0.0,-6006.93329801,0.0,-4431.10091701,-9560.64189132
